Tipo,Año Fab.,Marca,Modelo,Versión,Tasación,Valor Permiso,Antigüedad_Veh
SUV,2019,SSANGYONG,TIVOLI,4X2 MT COMPLETO,11184405,243772,4
SUV,2019,SSANGYONG,STAVIC,4X2 EN,15828935,413952,4
Camioneta,2019,SSANGYONG,GRAN MUSSO,2.2 MT 4X2,13215967,309433,4
VAN,2019,SSANGYONG,STAVIC,MT 4X2,13642722,326503,4
Camioneta,2019,SSANGYONG,A. DEPORTES,4X2 AC,10734026,230260,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 AL COMPLETO,14984475,380174,4
SUV,2019,SSANGYONG,TIVOLI,4X2 EN STD,10330562,218156,4
SUV,2019,SSANGYONG,REXTON,2.0 EN 4X2 STD,13577042,323876,4
Camioneta,2019,SSANGYONG,GRAN MUSSO,2.2 MT 4X4,14097619,344699,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 MT 4X2 DIESEL 1AB,10791794,231993,4
VAN,2019,SSANGYONG,STAVIC,2.2 AWD COMPLETO,17339581,474378,4
VAN,2019,SSANGYONG,STAVIC,ST 201,13406967,317073,4
SUV,2019,SSANGYONG,REXTON,2.2 EN 4X4 LIMITADO,21297792,637239,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 EN 4X4 COMPLETO,16269931,431592,4
SUV,2019,SSANGYONG,TIVOLI,1.6 4X2 MT STD TV1010,8697939,169178,4
SUV,2019,SSANGYONG,KORANDO,2.2 MT 4X2,11775527,261505,4
SUV,2019,SSANGYONG,TIVOLI,"1,6 MT DE GAS LLENO",10527603,224068,4
SUV,2019,SSANGYONG,REXTON,2.2 EN 4X4 SEMI COMPLETO,17546004,482635,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 MT 4X4,13717785,329506,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.0 AL COMPLETO,12845176,294602,4
SUV,2019,SSANGYONG,TIVOLI,1.6 4X2 MT GAS LLENO,9852034,203801,4
Camioneta,2020,SSANGYONG,A. DEPORTES,2.2 MT 4X2 COMPLETO,13710000,329195,3
SUV,2020,SSANGYONG,KORANDO,2.2 EN 4X2 COMPLETO,13630109,325999,3
SUV,2020,SSANGYONG,REXTON,2.2 MT 4X4 COMPLETO,17710000,489195,3
SUV,2020,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,11930000,266140,3
SUV,2020,SSANGYONG,TIVOLI,1.6 AWD EN GAS,12210000,274540,3
VAN,2020,SSANGYONG,STAVIC,MT 4X2 9 ASIENTOS,15190000,388395,3
SUV,2020,SSANGYONG,KORANDO,MT STD,11787206,261856,3
Camioneta,2020,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,13080000,303995,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X4 SEMI COMPLETO,18700000,528795,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X4 COMPLETO,22620000,696739,3
Camioneta,2020,SSANGYONG,A. DEPORTES,"2,2 MT COMPLETO",11050045,239741,3
SUV,2020,SSANGYONG,REXTON,2.0 MT 4X2 STD (YRX100),13261528,311256,3
SUV,2020,SSANGYONG,KORANDO,COMPLETO EN,13998690,340742,3
SUV,2020,SSANGYONG,REXTON,4X2 MT,13670000,327595,3
Camioneta,2020,SSANGYONG,A. DEPORTES,2.2 MT 4X4 SEMI COMPLETO,13400000,316795,3
SUV,2020,SSANGYONG,REXTON,2.2 MT 4X2,15651737,406864,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X2 STD,16560000,443195,3
Camioneta,2020,SSANGYONG,A. DEPORTES,2.2 AL COMPLETO,15970000,419595,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X4,18627055,525877,3
Camioneta,2020,SSANGYONG,MUSSO,2.2 4X4 MT SEMIFULLIDO,16434194,438162,3
Camioneta,2020,SSANGYONG,MUSSO,2.2 4X4 COMPLETO,18727968,529913,3
Camioneta,2020,SSANGYONG,A. DEPORTES,4X2 AC LL,11800000,262240,3
SUV,2020,SSANGYONG,REXTON,2.0 MT 4X2 ESTÁNDAR,14270000,351595,3
SUV,2020,SSANGYONG,KORANDO,2.2 MT 4X2 COMPLETO,12745516,290615,3
Camioneta,2020,SSANGYONG,GRAN MUSSO,2.2 EN 4X2,14903997,376954,3
SUV,2020,SSANGYONG,TIVOLI,1.6 4X2 MT STD TV1010,9270000,186340,3
SUV,2020,SSANGYONG,STAVIC,4X2 EN,16870000,455595,3
SUV,2020,SSANGYONG,TIVOLI,1.6 4X2 MT COMPLETO TV1011,10490000,222940,3
SUV,2020,SSANGYONG,XLV,1.6 XLV 1110,11370000,249340,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X4 LIMITADO,22698542,700273,3
SUV,2020,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),12350000,278740,3
SUV,2020,SSANGYONG,TIVOLI,1.6 4X2 EN COMPLETO TV1111,11300000,247240,3
Camioneta,2020,SSANGYONG,GRAN MUSSO,2.2 MT 4X4,15024816,381787,3
Camioneta,2020,SSANGYONG,A. DEPORTES,4X4 MT COMPLETO,12642313,287509,3
Camioneta,2020,SSANGYONG,GRAN MUSSO,2.2 4X4 MT COMPLETO,11787206,261856,3
SUV,2020,SSANGYONG,TIVOLI,4X2 MT STD,10500000,223240,3
Camioneta,2020,SSANGYONG,A. DEPORTES,2.2 MT SEMI COMPLETO,12810000,293195,3
Camioneta,2020,SSANGYONG,A. DEPORTES,4X2 AC,11440000,251440,3
SUV,2020,SSANGYONG,REXTON,2.0 EN 4X2 STD,14470000,359595,3
Camioneta,2020,SSANGYONG,A. DEPORTES,2.2 MT 4X4,14620000,365595,3
Camioneta,2020,SSANGYONG,A. DEPORTES,MT 4X2 AA,10517889,223776,3
SUV,2020,SSANGYONG,REXTON,2.0 EN 4X2,14219838,349588,3
VAN,2020,SSANGYONG,STAVIC,ST 301,13520114,321599,3
SUV,2020,SSANGYONG,KORANDO,2.0 MT 4X2 KC1010,10680000,228640,3
SUV,2020,SSANGYONG,REXTON,2.2 MT 4X2 STD,15790000,412395,3
SUV,2020,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),12970000,299595,3
SUV,2020,SSANGYONG,REXTON,4X2 EN,15473011,399715,3
SUV,2020,SSANGYONG,REXTON,4X4 COMPLETO,18900000,536795,3
Camioneta,2020,SSANGYONG,A. DEPORTES,2.2 EN 4X4 COMPLETO,17340000,474395,3
SUV,2020,SSANGYONG,KORANDO,MT FULL,12892948,296513,3
Camioneta,2020,SSANGYONG,MUSSO,2.2 4X4 EN DELUXE,20601231,605894,3
Camioneta,2020,SSANGYONG,GRAN MUSSO,2.2 MT 4X2,14085178,344202,3
VAN,2020,SSANGYONG,STAVIC,2.2 AWD COMPLETO,18480000,519995,3
VAN,2020,SSANGYONG,STAVIC,ST 210,16726186,449842,3
SUV,2020,SSANGYONG,REXTON,2.2 MT 4X4 COMPLETO,15630000,405995,3
Camioneta,2020,SSANGYONG,GRAN MUSSO,2.2 4X2 MT COMPLETO,11050045,239741,3
SUV,2020,SSANGYONG,TIVOLI,"1,6 MT DE GAS LLENO",11220000,244840,3
SUV,2020,SSANGYONG,TIVOLI,4X2 EN STD,11010000,238540,3
VAN,2012,FÍAT,DUCATO,MAXI CARGO L3H2,5723563,83884,11
Comercial,2012,FÍAT,UNO,CARGO MT,2223745,25489,11
Comercial,2012,FÍAT,FIORINO,CIUDAD,2523997,25489,11
VAN,2012,FÍAT,DUCATO,MAXI CARGO L3H2 2AB,6230239,95147,11
Comercial,2012,FÍAT,FIORINO,VERSIÓN SIN,2233128,25489,11
Camioneta,2012,FÍAT,STRADA,1.4 C / EXT MT TREKKING,3452903,38471,11
Comercial,2012,FÍAT,FIORINO,CIUDAD DIESEL P. LATERAL,3199565,33405,11
Camioneta,2012,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,3462286,38659,11
Camioneta,2012,FÍAT,STRADA,1.6 D / C MT AVENTURA,3809453,45602,11
Hatchback,2012,FÍAT,CINQUECENTO,"500 1,2 MT",3171417,32842,11
Hatchback,2012,FÍAT,CINQUECENTO,500 DEPORTE 1.4 MT,3490435,39222,11
Comercial,2012,FÍAT,DOBLO,MAXI CARGO,3950197,48417,11
Hatchback,2012,FÍAT,PANDA,DINÁMICO 1.2,2533380,25489,11
VAN,2012,FÍAT,DUCATO,MAXI CARGO L2H2,5667266,82759,11
Camioneta,2012,FÍAT,STRADA,1.4 C / EXT MT EN FUNCIONAMIENTO,3152651,32466,11
Sedán,2012,FÍAT,LINEA,ACTIVO,3040056,30401,11
Hatchback,2012,FÍAT,BRAVO,DEPORTIVO T-JET TURBO,4813423,65682,11
Comercial,2012,FÍAT,FIORINO,CIUDAD AA,2927462,29275,11
Hatchback,2012,FÍAT,CINQUECENTO,500 1.2 AT,3435664,38126,11
Hatchback,2012,FÍAT,PUNTO,EVO DINÁMICO,3696859,43350,11
Hatchback,2012,FÍAT,GRANDE PUNTO,ARRANQUE / PARO ACTIVO,2871164,28712,11
Camioneta,2012,FÍAT,STRADA,1.4 D / C MT TRABAJANDO 2AB,3623458,41882,11
Sedán,2012,FÍAT,LINEA,DINAMIAC TURBO,3359075,36595,11
Hatchback,2012,FÍAT,PUNTO,EVO SPROT,3809453,45602,11
Comercial,2013,FÍAT,FIORINO,CIUDAD AA,3321543,35844,10
Hatchback,2013,FÍAT,CINQUECENTO,C 1.2 MT CABRIO,4184535,53104,10
Comercial,2013,FÍAT,DOBLO,MAXI CARGO,4266062,54734,10
Hatchback,2013,FÍAT,GRANDE PUNTO,E5 ESTRELLA / PARADA LL,3307693,35567,10
Comercial,2013,FÍAT,UNO,CARGO MT,2514615,25489,10
Camioneta,2013,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,3875134,46916,10
Camioneta,2013,FÍAT,STRADA,1.6 D / C MT AVENTURA,4241066,54235,10
Hatchback,2013,FÍAT,CINQUECENTO,C 1.2 EN CABRIO,4288715,55187,10
Hatchback,2013,FÍAT,CINQUECENTO,GUCCI CABRIO EN,5807997,85573,10
Hatchback,2013,FÍAT,GRANDE PUNTO,VERSIÓN SIN,3177469,32963,10
Camioneta,2013,FÍAT,STRADA,1.4 C / EXT MT TREKKING,3781305,45039,10
Sedán,2013,FÍAT,LINEA,ACTIVO,3246480,34343,10
Comercial,2013,FÍAT,FIORINO,CIUDAD DSEL AV P. LATERA,3609088,41595,10
Sedán,2013,FÍAT,LINEA,ELX ACTIVO,3390533,37224,10
Hatchback,2013,FÍAT,CINQUECENTO,"500 1,2 MT",3509201,39597,10
Hatchback,2013,FÍAT,CINQUECENTO,500 1.2 AT,3696859,43350,10
Comercial,2013,FÍAT,QUBO,DINÁMICO 1.4,3754135,44496,10
Camioneta,2013,FÍAT,STRADA,1.4 C / S MT TRABAJANDO,3252013,34453,10
Camioneta,2013,FÍAT,STRADA,1.4 C / EXT MT TRABAJO AV,3365660,36726,10
VAN,2013,FÍAT,DUCATO,MAXI CARGO L3H2 DIESEL,7604677,136380,10
Camioneta,2013,FÍAT,STRADA,1.4 D / C MT TRABAJANDO 2AB,3884516,47104,10
Hatchback,2013,FÍAT,CINQUECENTO,SALÓN 1.4 MT T.PA,3976177,48937,10
Hatchback,2013,FÍAT,CINQUECENTO,LOUNGE 1.4 EN P.PA,4184535,53104,10
Comercial,2013,FÍAT,FIORINO,VERSIÓN SIN,2523997,25489,10
Hatchback,2013,FÍAT,BRAVO,DEPORTIVO T-JET TURBO,5432693,78067,10
Comercial,2013,FÍAT,DOBLO,CARGA,3975970,48933,10
Comercial,2013,FÍAT,DOBLO,CARGO AA,4266062,54734,10
Hatchback,2013,FÍAT,GRANDE PUNTO,DUALOGIC EN,3724411,43901,10
VAN,2013,FÍAT,DUCATO,MAXI CARGO L2H2 DIESEL,7070713,120361,10
Hatchback,2013,FÍAT,CINQUECENTO,BLACKJACK 1.4 MT,4288715,55187,10
Comercial,2014,FÍAT,UNO,CARGO MT,2889930,28899,9
Hatchback,2014,FÍAT,CINQUECENTO,"500 1,2 MT",3884516,47104,9
Sedán,2014,FÍAT,LINEA,ELX ACTIVO,3678093,42975,9
Hatchback,2014,FÍAT,CINQUECENTO,SALÓN 1.4 MT T.PA,4297364,55360,9
Hatchback,2014,FÍAT,GRANDE PUNTO,DUALOGIC EN,4025260,49918,9
VAN,2014,FÍAT,DUCATO,MAXI CARGO L3H2 DIESEL,8285092,156792,9
Hatchback,2014,FÍAT,PALIO,ATTRACTI EVO EVO ELX,3379465,37003,9
Hatchback,2014,FÍAT,GRANDE PUNTO,FÁCIL,4010413,49621,9
Camioneta,2014,FÍAT,STRADA,C / EXT MT TRABAJO,3967343,48760,9
Camioneta,2014,FÍAT,STRADA,1.6 D / C MT ADVENTUR,5037481,70163,9
Comercial,2014,FÍAT,DOBLO,CARGA,4372427,56862,9
Hatchback,2014,FÍAT,PALIO,ATRACTIVO EVO AA,3197958,33372,9
Hatchback,2014,FÍAT,PALIO,ATRAER EVO AA / LL / SP,3336249,36138,9
Hatchback,2014,FÍAT,CINQUECENTO,GUCCI EN,5868686,86787,9
SUV,2014,FÍAT,500L,TREKKING,6329561,98126,9
SUV,2014,FÍAT,500L,TREKKING ELX,7038610,119398,9
Hatchback,2014,FÍAT,CINQUECENTO,GUCCI CABRIO EN,6277153,96554,9
Camioneta,2014,FÍAT,STRADA,1.4 C / EXT MT TRABAJO AV,3612413,41661,9
Sedán,2014,FÍAT,LINEA,TURBO DINÁMICO T-JET,3962792,48669,9
Comercial,2014,FÍAT,FIORINO,FUEGO,3485647,39126,9
Comercial,2014,FÍAT,FIORINO,CIUDAD DSEL AV P. LATERA,3968962,48792,9
Hatchback,2014,FÍAT,CINQUECENTO,LOUNGE 1.4 EN P.PA,4522553,59864,9
Hatchback,2014,FÍAT,CINQUECENTO,BLACKJACK 1.4 MT,4635148,62116,9
Hatchback,2014,FÍAT,PALIO,EVO ATRACTIVO,3042382,30424,9
Hatchback,2014,FÍAT,BRAVO,DEPORTIVO T-JET TURBO,5967518,88764,9
Camioneta,2014,FÍAT,STRADA,1.4 D / C MT TRABAJANDO 2AB,4222300,53859,9
Comercial,2014,FÍAT,DOBLO,CARGO AA,4691445,63242,9
Comercial,2014,FÍAT,DOBLO,MAXI CARGO,4691445,63242,9
Comercial,2014,FÍAT,FIORINO,VERSIÓN SIN,2889930,28899,9
Camioneta,2014,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,4203535,53484,9
Camioneta,2014,FÍAT,STRADA,1.6 D / C MT AVENTURA,4682062,63054,9
Hatchback,2014,FÍAT,CINQUECENTO,C 1.2 EN CABRIO,4635148,62116,9
VAN,2014,FÍAT,DUCATO,MAXI CARGO L2H2 DIESEL,7703353,139340,9
Camioneta,2014,FÍAT,STRADA,1.4 TREKKING D / C MT,4463261,58678,9
Comercial,2014,FÍAT,FIORINO,FUEGO ELX,3775407,44921,9
Sedán,2014,FÍAT,LINEA,ACTIVO,3424755,37908,9
Comercial,2014,FÍAT,FIORINO,CIUDAD AA,3809453,45602,9
Camioneta,2014,FÍAT,STRADA,1.4 C / EXT MT TREKKING,4147237,52358,9
Hatchback,2014,FÍAT,CINQUECENTO,500 1.2 AT,4137854,52170,9
Hatchback,2014,FÍAT,CINQUECENTO,C 1.2 MT CABRIO,4522553,59864,9
Comercial,2014,FÍAT,QUBO,DINÁMICO 1.4,4128472,51983,9
Hatchback,2014,FÍAT,GRANDE PUNTO,VERSIÓN SIN,3434138,38096,9
Camioneta,2014,FÍAT,STRADA,1.4 C / S MT TRABAJANDO,3619330,41800,9
VAN,2014,FÍAT,DUCATO,MAXI CARGO L3H2 AB DSEL,9456015,191920,9
Camioneta,2015,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,4513170,59677,8
Hatchback,2015,FÍAT,CINQUECENTO,C 1.2 MT CABRIO,4972932,68872,8
Hatchback,2015,FÍAT,BRAVO,1.4 TURBO DE 120 CV,6362744,99122,8
Hatchback,2015,FÍAT,CINQUECENTO,1.4 TREKKING ELX,7115885,121716,8
Hatchback,2015,FÍAT,UNO,MODO 1.4 ESTILO EVO 5P,4527503,59963,8
Hatchback,2015,FÍAT,GRANDE PUNTO,1.4 DINÁMICO 5P,4518847,59790,8
Comercial,2015,FÍAT,DOBLO,MAXI CARGO,5216887,73751,8
Hatchback,2015,FÍAT,CINQUECENTO,1.3 TREKKING JTD D,7185139,123794,8
Comercial,2015,FÍAT,DOBLO,CARGO AA,5216887,73751,8
Comercial,2015,FÍAT,QUBO,DINÁMICO 1.4,4606999,61553,8
Hatchback,2015,FÍAT,CINQUECENTO,SALÓN 1.4 MT T.PA,4728977,63993,8
Hatchback,2015,FÍAT,PALIO,ATRACTIVO EVO AA,3471669,38847,8
Hatchback,2015,FÍAT,PALIO,ATRAER EVO AA / LL / SP,3621796,41849,8
Hatchback,2015,FÍAT,CINQUECENTO,1.4 TREKKING,6501252,103277,8
Hatchback,2015,FÍAT,CINQUECENTO,C 1.2 EN CABRIO,5207504,73563,8
Hatchback,2015,FÍAT,PALIO,ATTRACTI EVO EVO ELX,3668710,42787,8
Hatchback,2015,FÍAT,GRANDE PUNTO,1.2 FÁCIL 5P,4267800,54769,8
Comercial,2015,FÍAT,FIORINO,1.4 CIUDAD,4490442,59222,8
Sedán,2015,FÍAT,LINEA,ACTIVO,3940814,48229,8
Hatchback,2015,FÍAT,CINQUECENTO,500 1.2 AT,4700828,63430,8
Comercial,2015,FÍAT,FIORINO,1.2 CIUDAD MJTD,4481872,59051,8
Sedán,2015,FÍAT,LINEA,1.4 ELX,4243375,54281,8
Hatchback,2015,FÍAT,UNO WAY,1.4 EVO 5P,3791676,45247,8
VAN,2015,FÍAT,DUCATO,MAXI CARGO L2H2 DIESEL,8904363,175370,8
Camioneta,2015,FÍAT,STRADA,1.4 TREKKING D / C MT,4813423,65682,8
Comercial,2015,FÍAT,FIORINO,FUEGO,3837602,46165,8
Hatchback,2015,FÍAT,UNO WAY,1.4 ESTILO EVO AA 5P,4250486,54423,8
Camioneta,2015,FÍAT,STRADA,1.6 ADV,5616853,81750,8
Hatchback,2015,FÍAT,CINQUECENTO,"500 1,2 MT",4466256,58738,8
Comercial,2015,FÍAT,DOBLO,CARGA,4813423,65682,8
Hatchback,2015,FÍAT,CINQUECENTO,LOUNGE 1.4 EN P.PA,4972932,68872,8
VAN,2015,FÍAT,DUCATO,MAXI CARGO L3H2 DIESEL,9476719,192541,8
Comercial,2016,FÍAT,DOBLO,MAXI CARGO,5854923,86512,7
Hatchback,2016,FÍAT,CINQUECENTO,LOUNGE 1.4 EN P.PA,5479608,79005,7
Comercial,2016,FÍAT,FIORINO,1.2 CIUDAD MJTD,4907251,67558,7
Hatchback,2016,FÍAT,UNO,MODO 1.4 ESTILO EVO 5P,4907251,67558,7
Sedán,2016,FÍAT,LINEA,1.4 ELX,4616382,61741,7
Hatchback,2016,FÍAT,GRANDE PUNTO,1.4 DINÁMICO 5P,4897869,67371,7
Hatchback,2016,FÍAT,CINQUECENTO,1.6 500X MT,7947896,146676,7
Comercial,2016,FÍAT,DOBLO,1.6 MAXI XL,7110757,121562,7
Camioneta,2016,FÍAT,COMPLETO,GLS TD DC 4WD EN LIM,12369560,279326,7
Hatchback,2016,FÍAT,CINQUECENTO,"500 1,2 MT",4841571,66245,7
Hatchback,2016,FÍAT,PALIO,ATTRACTI EVO EVO ELX,4175386,52921,7
Hatchback,2016,FÍAT,GRANDE PUNTO,1.2 FÁCIL 5P,4625765,61928,7
Hatchback,2016,FÍAT,CINQUECENTO,1.4 TREKKING,7046550,119636,7
Hatchback,2016,FÍAT,UNO DEPORTIVO,"1,4 toneladas",4651374,62441,7
Hatchback,2016,FÍAT,CINQUECENTO,C 1.2 MT CABRIO,5479608,79005,7
Hatchback,2016,FÍAT,CINQUECENTO,C 1.2 EN CABRIO,5732946,84072,7
Hatchback,2016,FÍAT,CINQUECENTO,SALÓN 1.4 MT T.PA,5207504,73563,7
Comercial,2016,FÍAT,FIORINO,FUEGO,4363044,56674,7
Camioneta,2016,FÍAT,COMPLETO,GLS TD DC MT,10703769,229353,7
Camioneta,2016,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,4804040,65494,7
Hatchback,2016,FÍAT,CINQUECENTO,500 1.2 AT,5113675,71687,7
Hatchback,2016,FÍAT,CINQUECENTO,1.4 TREKKING ELX,7712736,139622,7
Comercial,2016,FÍAT,FIORINO,1.4 CIUDAD,4916634,67746,7
Hatchback,2016,FÍAT,UNO,FORMA 1.4 EVO 5P AA,4159486,52603,7
Comercial,2016,FÍAT,QUBO,DINÁMICO 1.4,4916634,67746,7
VAN,2016,FÍAT,DUCATO,MAXI CARGO L3H2 DIESEL,10649580,227727,7
Hatchback,2016,FÍAT,CINQUECENTO,1.3 TREKKING JTD D,7787799,141874,7
Hatchback,2016,FÍAT,PALIO,ATRACTIVO EVO AA,3884516,47104,7
Hatchback,2016,FÍAT,CINQUECENTO,500 DEPORTE,5557487,80563,7
Hatchback,2016,FÍAT,CINQUECENTO,500X 1.4 T AT9 4WD,7689007,138910,7
VAN,2016,FÍAT,DUCATO,2.3 MAXI CARGO L3 H2 AA,11379980,249639,7
Camioneta,2016,FÍAT,COMPLETO,GLS TD DC EN,11575106,255493,7
Comercial,2016,FÍAT,DOBLO,CARGA,5432693,78067,7
Hatchback,2016,FÍAT,UNO WAY,1.4 ESTILO EVO AA 5P,4606999,61553,7
Hatchback,2016,FÍAT,UNO WAY,1.4 EVO 5P,4109706,51607,7
Camioneta,2016,FÍAT,STRADA,1.6 ADV,6098878,91391,7
VAN,2016,FÍAT,DUCATO,MAXI CARGO L2H2 DIESEL,10039692,209430,7
Hatchback,2016,FÍAT,PALIO,ATRAER EVO AA / LL / SP,4119089,51795,7
Camioneta,2016,FÍAT,STRADA,1.4 TREKKING D / C MT,5282567,75065,7
Hatchback,2016,FÍAT,CINQUECENTO,1.4 T TCT 500X,9527120,194053,7
Hatchback,2017,FÍAT,CINQUECENTO,500 1.2 AT,5470225,78818,6
Camioneta,2017,FÍAT,STRADA,1.4 TREKKING D / C MT,5770477,84823,6
Hatchback,2017,FÍAT,CINQUECENTO,1.4 TREKKING,7778416,141592,6
SUV,2017,FÍAT,500X,CROSS AWD AT9 1.4T DYNAMI,11230157,245144,6
SUV,2017,FÍAT,500X,CRUZ TCT 1.4L T140CV,9582953,195728,6
Hatchback,2017,FÍAT,CINQUECENTO,"500 1,2 MT",5188738,73188,6
Hatchback,2017,FÍAT,CINQUECENTO,LOUNGE 1.4 EN P.PA,6042581,90265,6
Hatchback,2017,FÍAT,UNO DEPORTIVO,"1,4 toneladas",5057378,70561,6
Hatchback,2017,FÍAT,UNO,FORMA 1.4 EVO 5P AA,4522553,59864,6
Camioneta,2017,FÍAT,COMPLETO,GLS TD DC MT,11756761,260942,6
SUV,2017,FÍAT,500X,CRUZADO AWD AT9 1.4LT,10766881,231246,6
Hatchback,2017,FÍAT,PALIO,ATRACTIVO EVO AA,4316129,55736,6
Hatchback,2017,FÍAT,UNO WAY,1.4 ESTILO EVO AA 5P,5047995,70373,6
Camioneta,2017,FÍAT,STRADA,1.6 ADV,6671235,108377,6
VAN,2017,FÍAT,DUCATO,VETRATO L3H2 17 COMO,14318295,353526,6
Camioneta,2017,FÍAT,COMPLETO,GLX 2.4L TD DC 2WD MT,10614467,226674,6
Hatchback,2017,FÍAT,GRANDE PUNTO,1.2 FÁCIL 5P,5057378,70561,6
Sedán,2017,FÍAT,LINEA,1.4 ELX,5057378,70561,6
Camioneta,2017,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,5076143,70936,6
Hatchback,2017,FÍAT,CINQUECENTO,C 1.2 EN CABRIO,6342834,98525,6
VAN,2017,FÍAT,DUCATO,MAXI CARGO L3H2 DIESEL,11888122,264883,6
Hatchback,2017,FÍAT,CINQUECENTO,1.3 TREKKING JTD D,8651025,167770,6
Comercial,2017,FÍAT,FIORINO,1.4 CIUDAD,5432693,78067,6
VAN,2017,FÍAT,DUCATO,2.3 MAXI CARGO L3 H2 AA,12573073,285432,6
Hatchback,2017,FÍAT,UNO,WAY EVO AA FL,4612115,61656,6
Comercial,2017,FÍAT,QUBO,DINÁMICO 1.4,5470225,78818,6
Comercial,2017,FÍAT,DOBLO,CARGO AA,7371757,129392,6
Comercial,2017,FÍAT,FIORINO,FUEGO ELX,5351981,76453,6
Hatchback,2017,FÍAT,CINQUECENTO,C 1.2 MT CABRIO,6042581,90265,6
Hatchback,2017,FÍAT,CINQUECENTO,SALÓN 1.4 MT T.PA,5761094,84635,6
VAN,2017,FÍAT,DUCATO,MAXI CARGO L2H2 DIESEL,11221936,244898,6
Comercial,2017,FÍAT,FIORINO,1.2 CIUDAD MJTD,5423310,77879,6
Hatchback,2017,FÍAT,GRANDE PUNTO,1.4 DINÁMICO 5P,5357630,76566,6
Hatchback,2017,FÍAT,CINQUECENTO,1.6 500X MT,8641642,167489,6
Comercial,2017,FÍAT,DOBLO,1.6 MAXI XL,7834713,143281,6
Comercial,2017,FÍAT,DOBLO,MAXI E5,7729692,140130,6
Hatchback,2017,FÍAT,UNO,ESTILO DE MANERA 1.4 EVO AA F,5050955,70432,6
Comercial,2017,FÍAT,FIORINO,FUEGO ELX AA,5624693,81907,6
Comercial,2017,FÍAT,FIORINO,FUEGO,5047995,70373,6
Hatchback,2017,FÍAT,UNO WAY,1.4 EVO 5P,4438107,58175,6
Camioneta,2017,FÍAT,COMPLETO,GLS TD DC EN,12713816,289654,6
Camioneta,2017,FÍAT,COMPLETO,GLS TD DC 4WD EN LIM,13586425,324252,6
VAN,2017,FÍAT,DUCATO,L1 H1,10997741,238172,6
Hatchback,2017,FÍAT,PALIO,ATRACTIVO EVO AA,4316129,55736,6
Hatchback,2017,FÍAT,CINQUECENTO,C 1.2 MT CABRIO,6042581,90265,6
Comercial,2017,FÍAT,DOBLO,MAXI E5,7729692,140130,6
Comercial,2017,FÍAT,QUBO,DINÁMICO 1.4,5470225,78818,6
Comercial,2017,FÍAT,FIORINO,1.2 CIUDAD MJTD,5423310,77879,6
Comercial,2017,FÍAT,FIORINO,FUEGO ELX,5351981,76453,6
Comercial,2017,FÍAT,DOBLO,CARGO AA,7371757,129392,6
Comercial,2017,FÍAT,DOBLO,1.6 MAXI XL,7834713,143281,6
Comercial,2017,FÍAT,FIORINO,FUEGO,5047995,70373,6
Comercial,2017,FÍAT,FIORINO,FUEGO ELX AA,5624693,81907,6
Comercial,2017,FÍAT,FIORINO,1.4 CIUDAD,5432693,78067,6
Camioneta,2017,FÍAT,STRADA,1.6 ADV,6671235,108377,6
Camioneta,2017,FÍAT,COMPLETO,GLS TD DC MT,11756761,260942,6
Camioneta,2017,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,5076143,70936,6
Camioneta,2017,FÍAT,STRADA,1.4 TREKKING D / C MT,5770477,84823,6
Camioneta,2017,FÍAT,COMPLETO,GLS TD DC 4WD EN LIM,13586425,324252,6
Camioneta,2017,FÍAT,COMPLETO,GLS TD DC EN,12713816,289654,6
Camioneta,2017,FÍAT,COMPLETO,GLX 2.4L TD DC 2WD MT,10614467,226674,6
Camioneta,2018,FÍAT,STRADA,1.6 ADV,7571992,135399,5
Camioneta,2018,FÍAT,STRADA,1.4 TREKKING D / C MT,6530491,104154,5
Camioneta,2018,FÍAT,COMPLETO,GLS TD DC 4WD EN LIM,15434854,398189,5
Camioneta,2018,FÍAT,STRADA,1.4 D / C MT EN FUNCIONAMIENTO,5723563,83884,5
Camioneta,2018,FÍAT,RAM 700,EXPRESS CS 1.4L,5775498,84923,5
Camioneta,2018,FÍAT,RAM 700,ADVENTURE CD 1.6L,7618198,136786,5
